着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
15,6,トーホウジャッカル,スペシャルウィーク,トーホウガイア,牡,5,0,酒井学,6,谷潔,芝,右,2200m,晴,稍重
16,1,アンビシャス,ディープインパクト,カーニバルソング,牡,4,2,横山典弘,3,音無秀孝,芝,右,2200m,晴,稍重
17,1,フェイムゲーム,ハーツクライ,ホールオブフェーム,牡,6,-2,柴山雄一,12,宗像義忠,芝,右,2200m,晴,稍重
1,7,レッドファルクス,スウェプトオーヴァーボード,ベルモット,牡,5,6,M.デムーロ,3,尾関知人,芝,右,1200m,晴,良
2,8,ミッキーアイル,ディープインパクト,スターアイル,牡,5,-4,松山弘平,2,音無秀孝,芝,右,1200m,晴,良
3,2,ソルヴェイグ,ダイワメジャー,アスドゥクール,牝,3,-10,田辺裕信,9,鮫島一歩,芝,右,1200m,晴,良
4,3,シュウジ,キンシャサノキセキ,カストリア,牡,3,12,川田将雅,5,須貝尚介,芝,右,1200m,晴,良
5,4,スノードラゴン,アドマイヤコジーン,マイネカプリース,牡,8,2,大野拓弥,12,高木登,芝,右,1200m,晴,良
6,8,ネロ,ヨハネスブルグ,ニシノタカラヅカ,牡,5,2,内田博幸,8,森秀行,芝,右,1200m,晴,良
7,5,サトノルパン,ディープインパクト,エリモピクシー,牡,5,-14,和田竜二,14,村山明,芝,右,1200m,晴,良
8,2,ティーハーフ,ストーミングホーム,ビールジャント,牡,6,-6,池添謙一,16,西浦勝一,芝,右,1200m,晴,良
9,6,レッツゴードンキ,キングカメハメハ,マルトク,牝,4,2,岩田康誠,7,梅田智之,芝,右,1200m,晴,良
10,3,ベルカント,サクラバクシンオー,セレブラール,牝,5,2,蛯名正義,11,角田晃一,芝,右,1200m,晴,良
11,1,ブランボヌール,ディープインパクト,ルシュクル,牝,3,8,武豊,6,中竹和也,芝,右,1200m,晴,良
12,1,ビッグアーサー,サクラバクシンオー,シヤボナ,牡,5,-4,福永祐一,1,藤岡健一,芝,右,1200m,晴,良
13,7,ウリウリ,ディープインパクト,ウィキウィキ,牝,6,0,戸崎圭太,10,藤原英昭,芝,右,1200m,晴,良
14,5,レッドアリオン,アグネスタキオン,エリモピクシー,牡,6,4,川須栄彦,15,橋口慎介,芝,右,1200m,晴,良
15,6,ダンスディレクター,アルデバラン2,マザーリーフ,牡,6,0,浜中俊,4,笹田和秀,芝,右,1200m,晴,良
16,4,サクラゴスペル,サクラプレジデント,サクラブルース,牡,8,-12,横山典弘,13,尾関知人,芝,右,1200m,晴,良
1,4,ヴィブロス,ディープインパクト,ハルーワスウィート,牝,3,0,福永祐一,3,友道康夫,芝,右,2000m,晴,良
2,2,パールコード,ヴィクトワールピサ,マジックコード,牝,3,-10,川田将雅,4,中内田充正,芝,右,2000m,晴,良
3,7,カイザーバル,エンパイアメーカー,ダンスインザムード,牝,3,0,四位洋文,8,角居勝彦,芝,右,2000m,晴,良
4,1,ジュエラー,ヴィクトワールピサ,バルドウィナ,牝,3,-2,M.デムーロ,2,藤岡健一,芝,右,2000m,晴,良
5,3,レッドアヴァンセ,ディープインパクト,エリモピクシー,牝,3,0,武豊,5,音無秀孝,芝,右,2000m,晴,良
6,5,クロコスミア,ステイゴールド,デヴェロッペ,牝,3,-2,岩田康誠,10,西浦勝一,芝,右,2000m,晴,良
7,2,パーシーズベスト,ディープインパクト,パーシステントリー,牝,3,6,C.ルメール,9,石坂正,芝,右,2000m,晴,良
8,7,ミエノサクシード,ステイゴールド,ハピネスフォーユー,牝,3,0,川島信二,7,高橋亮,芝,右,2000m,晴,良
9,4,デンコウアンジュ,メイショウサムソン,デンコウラッキー,牝,3,2,内田博幸,6,荒川義之,芝,右,2000m,晴,良
10,5,ビッシュ,ディープインパクト,バランセラ,牝,3,-2,戸崎圭太,1,鹿戸雄一,芝,右,2000m,晴,良
11,8,キンショーユキヒメ,メイショウサムソン,アップルティー,牝,3,6,松若風馬,14,中村均,芝,右,2000m,晴,良
12,6,ウインファビラス,ステイゴールド,サマーエタニティ,牝,3,6,松岡正海,15,畠山吉宏,芝,右,2000m,晴,良
13,3,ゲッカコウ,ロージズインメイ,チューベローズ,牝,3,0,和田竜二,18,高橋義博,芝,右,2000m,晴,良
14,6,フロンテアクイーン,メイショウサムソン,ブルーボックスボウ,牝,3,-4,蛯名正義,12,国枝栄,芝,右,2000m,晴,良
15,8,ダイワドレッサー,ネオユニヴァース,リバティープリント,牝,3,16,川須栄彦,13,鹿戸雄一,芝,右,2000m,晴,良
16,1,エンジェルフェイス,キングカメハメハ,ワンフォーローズ,牝,3,0,浜中俊,11,藤原英昭,芝,右,2000m,晴,良
17,8,ネオヴェルザンディ,Temple City,Sixta,牝,3,4,松山弘平,17,鹿戸雄一,芝,右,2000m,晴,良
18,7,ワンダーピルエット,エンパイアメーカー,ワンダーグラス,牝,3,-8,小牧太,16,小崎憲,芝,右,2000m,晴,良
1,2,サトノダイヤモンド,ディープインパクト,マルペンサ,牡,3,-2,C.ルメール,1,池江泰寿,芝,右,3000m,曇,良
2,6,レインボーライン,ステイゴールド,レーゲンボーゲン,牡,3,2,福永祐一,9,浅見秀一,芝,右,3000m,曇,良
3,7,エアスピネル,キングカメハメハ,エアメサイア,牡,3,2,武豊,6,笹田和秀,芝,右,3000m,曇,良
4,3,ディーマジェスティ,ディープインパクト,エルメスティアラ,牡,3,6,蛯名正義,2,二ノ宮敬宇,芝,右,3000m,曇,良
5,4,ミッキーロケット,キングカメハメハ,マネーキャントバイミーラヴ,牡,3,4,和田竜二,4,音無秀孝,芝,右,3000m,曇,良
6,2,シュペルミエール,ステイゴールド,ヒカルアモーレ,牡,3,2,北村宏司,7,木村哲也,芝,右,3000m,曇,良
7,8,マウントロブソン,ディープインパクト,ミスパスカリ,牡,3,-8,川田将雅,12,堀宣行,芝,右,3000m,曇,良
8,1,カフジプリンス,ハーツクライ,ギンザフローラル,牡,3,6,岩田康誠,3,矢作芳人,芝,右,3000m,曇,良
9,4,レッドエルディスト,ゼンノロブロイ,ショウダウン,牡,3,0,四位洋文,5,笹田和秀,芝,右,3000m,曇,良
10,8,ジュンヴァルカン,ネオユニヴァース,ピンクリップス,牡,3,10,M.デムーロ,8,友道康夫,芝,右,3000m,曇,良
11,8,プロディガルサン,ディープインパクト,ラヴズオンリーミー,牡,3,-6,田辺裕信,11,国枝栄,芝,右,3000m,曇,良
12,5,ウムブルフ,ディープインパクト,ウミラージ,牡,3,2,浜中俊,10,堀宣行,芝,右,3000m,曇,良
13,3,ミライヘノツバサ,ドリームジャーニー,タムロブライト,牡,3,-2,藤岡康太,13,伊藤大士,芝,右,3000m,曇,良
14,7,アグネスフォルテ,ハービンジャー,アグネスリース,牡,3,4,松山弘平,18,長浜博之,芝,右,3000m,曇,良
15,1,ジョルジュサンク,ヴィクトワールピサ,ハリウッドローズ,牡,3,4,幸英明,14,鮫島一歩,芝,右,3000m,曇,良
16,6,コスモジャーベ,ソングオブウインド,モルフェキイ,牡,3,-4,丹内祐次,15,和田雄二,芝,右,3000m,曇,良
17,5,イモータル,マンハッタンカフェ,ショアー,牡,3,2,F.ヴェロン,17,須貝尚介,芝,右,3000m,曇,良
18,7,サトノエトワール,キングカメハメハ,マドモアゼルドパリ,牡,3,2,池添謙一,16,角居勝彦,芝,右,3000m,曇,良
1,5,モーリス,スクリーンヒーロー,メジロフランシス,牡,5,4,R.ムーア,1,堀宣行,芝,左,2000m,曇,良
2,7,リアルスティール,ディープインパクト,ラヴズオンリーミー,牡,4,4,M.デムーロ,7,矢作芳人,芝,左,2000m,曇,良
3,8,ステファノス,ディープインパクト,ココシュニック,牡,5,0,川田将雅,6,藤原英昭,芝,左,2000m,曇,良
4,2,アンビシャス,ディープインパクト,カーニバルソング,牡,4,-8,横山典弘,4,音無秀孝,芝,左,2000m,曇,良
5,3,ロゴタイプ,ローエングリン,ステレオタイプ,牡,6,-6,田辺裕信,9,田中剛,芝,左,2000m,曇,良
6,4,アドマイヤデウス,アドマイヤドン,ロイヤルカード,牡,5,-14,岩田康誠,11,橋田満,芝,左,2000m,曇,良
7,5,ルージュバック,マンハッタンカフェ,ジンジャーパンチ,牝,4,-4,戸崎圭太,3,大竹正博,芝,左,2000m,曇,良
8,6,ヒストリカル,ディープインパクト,ブリリアントベリー,牡,7,-2,田中勝春,12,音無秀孝,芝,左,2000m,曇,良
9,8,ラブリーデイ,キングカメハメハ,ポップコーンジャズ,牡,6,-6,C.ルメール,5,池江泰寿,芝,左,2000m,曇,良
10,4,サトノノブレス,ディープインパクト,クライウィズジョイ,牡,6,-10,A.シュタルケ,10,池江泰寿,芝,左,2000m,曇,良
11,2,クラレント,ダンスインザダーク,エリモピクシー,牡,7,-2,内田博幸,14,橋口慎介,芝,左,2000m,曇,良
12,1,エイシンヒカリ,ディープインパクト,キャタリナ,牡,5,0,武豊,2,坂口正則,芝,左,2000m,曇,良
13,6,カムフィー,ダンスインザダーク,ナイトクルーズ,牡,7,0,蛯名正義,15,池上昌和,芝,左,2000m,曇,良
14,3,サトノクラウン,Marju,ジョコンダ2,牡,4,0,福永祐一,8,堀宣行,芝,左,2000m,曇,良
15,7,ヤマカツエース,キングカメハメハ,ヤマカツマリリン,牡,4,-4,池添謙一,13,池添兼雄,芝,左,2000m,曇,良
1,2,クイーンズリング,マンハッタンカフェ,アクアリング,牝,4,10,M.デムーロ,3,吉村圭司,芝,右,2200m,晴,良
2,5,シングウィズジョイ,マンハッタンカフェ,シングライクバード,牝,4,0,C.ルメール,12,友道康夫,芝,右,2200m,晴,良
3,1,ミッキークイーン,ディープインパクト,ミュージカルウェイ,牝,4,10,浜中俊,2,池江泰寿,芝,右,2200m,晴,良
4,8,パールコード,ヴィクトワールピサ,マジックコード,牝,3,-4,川田将雅,5,中内田充正,芝,右,2200m,晴,良
5,7,プリメラアスール,スペシャルウィーク,リメインフォレスト,牝,4,8,幸英明,14,鈴木孝志,芝,右,2200m,晴,良
6,2,マリアライト,ディープインパクト,クリソプレーズ,牝,5,-8,蛯名正義,1,久保田貴士,芝,右,2200m,晴,良
6,6,シュンドルボン,ハーツクライ,ネイチャーガイド,牝,5,-10,吉田豊,6,矢野英一,芝,右,2200m,晴,良
8,5,タッチングスピーチ,ディープインパクト,リッスン,牝,4,4,R.ムーア,4,石坂正,芝,右,2200m,晴,良
9,4,マキシマムドパリ,キングカメハメハ,マドモアゼルドパリ,牝,4,-6,武豊,7,松元茂樹,芝,右,2200m,晴,良
10,7,アスカビレン,ブラックタイド,スウェプトレジーナ,牝,4,4,松田大作,10,中尾秀正,芝,右,2200m,晴,良
11,6,デンコウアンジュ,メイショウサムソン,デンコウラッキー,牝,3,4,松山弘平,9,荒川義之,芝,右,2200m,晴,良
12,3,メイショウマンボ,スズカマンボ,メイショウモモカ,牝,6,4,池添謙一,13,飯田祐史,芝,右,2200m,晴,良
13,3,ヒルノマテーラ,マンハッタンカフェ,コンサーンナッカ,牝,5,2,四位洋文,8,昆貢,芝,右,2200m,晴,良
14,4,プロレタリアト,ハーツクライ,アガルタ,牝,5,-2,杉原誠人,15,小島茂之,芝,右,2200m,晴,良
15,8,シャルール,ゼンノロブロイ,グレイトフィーヴァー,牝,4,-2,福永祐一,11,松永幹夫,芝,右,2200m,晴,良
1,8,ミッキーアイル,ディープインパクト,スターアイル,牡,5,-2,浜中俊,3,音無秀孝,芝,右,1600m,曇,良
2,4,イスラボニータ,フジキセキ,イスラコジーン,牡,5,-2,C.ルメール,2,栗田博憲,芝,右,1600m,曇,良
3,7,ネオリアリズム,ネオユニヴァース,トキオリアリティー,牡,5,6,R.ムーア,7,堀宣行,芝,右,1600m,曇,良
4,3,ダノンシャーク,ディープインパクト,カーラパワー,牡,8,6,松山弘平,14,大久保龍志,芝,右,1600m,曇,良
5,1,サトノアラジン,ディープインパクト,マジックストーム,牡,5,-6,川田将雅,1,池江泰寿,芝,右,1600m,曇,良
6,4,フィエロ,ディープインパクト,ルビー,牡,7,0,戸崎圭太,5,藤原英昭,芝,右,1600m,曇,良
7,8,ガリバルディ,ディープインパクト,シェンク,牡,5,14,福永祐一,9,藤原英昭,芝,右,1600m,曇,良
8,5,マジックタイム,ハーツクライ,タイムウィルテル,牝,5,6,A.シュタルケ,8,中川公成,芝,右,1600m,曇,良
9,2,ロードクエスト,マツリダゴッホ,マツリダワルツ,牡,3,-2,池添謙一,6,小島茂之,芝,右,1600m,曇,良
10,1,ディサイファ,ディープインパクト,ミズナ,牡,7,0,武豊,10,小島太,芝,右,1600m,曇,良
11,7,クラレント,ダンスインザダーク,エリモピクシー,牡,7,2,岩田康誠,15,橋口慎介,芝,右,1600m,曇,良
12,6,ウインプリメーラ,ステイゴールド,エリモプリティー,牝,6,10,A.アッゼニ,13,大久保龍志,芝,右,1600m,曇,良
13,6,テイエムタイホー,ニューイングランド,マンダリンママ,牡,7,10,幸英明,18,鈴木孝志,芝,右,1600m,曇,良
14,7,ダコール,ディープインパクト,アジアンミーティア,牡,8,18,小牧太,16,中竹和也,芝,右,1600m,曇,良
15,8,サンライズメジャー,ダイワメジャー,ティファニータッチ,牡,7,2,四位洋文,17,浜田多実雄,芝,右,1600m,曇,良
16,3,ヤングマンパワー,スニッツェル,スナップショット,牡,4,-12,M.バルザローナ,4,手塚貴久,芝,右,1600m,曇,良
17,2,スノードラゴン,アドマイヤコジーン,マイネカプリース,牡,8,0,大野拓弥,12,高木登,芝,右,1600m,曇,良
18,5,サトノルパン,ディープインパクト,エリモピクシー,牡,5,0,M.デムーロ,11,村山明,芝,右,1600m,曇,良
1,1,キタサンブラック,ブラックタイド,シュガーハート,牡,4,-2,武豊,1,清水久詞,芝,左,2400m,小雨,良
2,6,サウンズオブアース,ネオユニヴァース,ファーストバイオリン,牡,5,-8,M.デムーロ,5,藤岡健一,芝,左,2400m,小雨,良
3,8,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,4,8,福永祐一,6,友道康夫,芝,左,2400m,小雨,良
4,2,ゴールドアクター,スクリーンヒーロー,ヘイロンシン,牡,5,8,吉田隼人,3,中川公成,芝,左,2400m,小雨,良
5,8,リアルスティール,ディープインパクト,ラヴズオンリーミー,牡,4,4,R.ムーア,2,矢作芳人,芝,左,2400m,小雨,良
6,7,レインボーライン,ステイゴールド,レーゲンボーゲン,牡,3,-6,C.ルメール,8,浅見秀一,芝,左,2400m,小雨,良
7,3,イキートス,-,-,牡,4,0,I.ファーガソン,16,H.グリューシェル,芝,左,2400m,小雨,良
8,4,ワンアンドオンリー,ハーツクライ,ヴァーチュ,牡,5,-12,田辺裕信,14,橋口慎介,芝,左,2400m,小雨,良
9,2,ルージュバック,マンハッタンカフェ,ジンジャーパンチ,牝,4,4,戸崎圭太,7,大竹正博,芝,左,2400m,小雨,良
10,3,ラストインパクト,ディープインパクト,スペリオルパール,牡,6,-8,川田将雅,13,角居勝彦,芝,左,2400m,小雨,良
11,5,トーセンバジル,ハービンジャー,ケアレスウィスパー,牡,4,-2,内田博幸,12,藤原英昭,芝,左,2400m,小雨,良
12,8,ナイトフラワー,-,-,牝,4,0,A.シュタルケ,9,P.シールゲン,芝,左,2400m,小雨,良
13,5,ディーマジェスティ,ディープインパクト,エルメスティアラ,牡,3,0,蛯名正義,4,二ノ宮敬宇,芝,左,2400m,小雨,良
14,4,イラプト,-,-,牡,4,0,P.ブドー,10,F.グラファール,芝,左,2400m,小雨,良
15,7,ヒットザターゲット,キングカメハメハ,ラティール,牡,8,2,小牧太,17,加藤敬二,芝,左,2400m,小雨,良
16,1,ビッシュ,ディープインパクト,バランセラ,牝,3,0,幸英明,11,鹿戸雄一,芝,左,2400m,小雨,良
17,6,フェイムゲーム,ハーツクライ,ホールオブフェーム,せん,6,0,北村宏司,15,宗像義忠,芝,左,2400m,小雨,良
1,5,サウンドトゥルー,フレンチデピュティ,キョウエイトルース,せん,6,0,大野拓弥,6,高木登,ダート,左,1800m,曇,良
2,2,アウォーディー,Jungle Pocket,Heavenly Romance,牡,6,10,武豊,1,松永幹夫,ダート,左,1800m,曇,良
3,3,アスカノロマン,アグネスデジタル,アスカノヒミコ,牡,5,-10,和田竜二,10,川村禎彦,ダート,左,1800m,曇,良
4,1,カフジテイク,プリサイスエンド,テイクザケイク,牡,4,-2,津村明秀,11,湯窪幸雄,ダート,左,1800m,曇,良
5,8,アポロケンタッキー,Langfuhr,Dixiana Delight,牡,4,4,松若風馬,7,山内研二,ダート,左,1800m,曇,良
6,5,ノンコノユメ,トワイニング,ノンコ,せん,4,8,R.ムーア,4,加藤征弘,ダート,左,1800m,曇,良
7,8,モーニン,Henny Hughes,Giggly,牡,4,0,戸崎圭太,5,石坂正,ダート,左,1800m,曇,良
8,3,ロワジャルダン,キングカメハメハ,アグネスショコラ,牡,5,0,横山典弘,9,戸田博文,ダート,左,1800m,曇,良
9,4,ラニ,Tapit,Heavenly Romance,牡,3,6,内田博幸,8,松永幹夫,ダート,左,1800m,曇,良
10,4,モンドクラッセ,アグネスデジタル,クッキーキティ,牡,5,-2,丸山元気,12,清水英克,ダート,左,1800m,曇,良
11,6,メイショウスミトモ,ゴールドアリュール,ムゲン,牡,5,12,古川吉洋,14,南井克巳,ダート,左,1800m,曇,良
12,7,ゴールドドリーム,ゴールドアリュール,モンヴェール,牡,3,2,M.デムーロ,2,平田修,ダート,左,1800m,曇,良
13,6,コパノリッキー,ゴールドアリュール,コパノニキータ,牡,6,9,C.ルメール,3,村山明,ダート,左,1800m,曇,良
14,7,ブライトアイディア,ゴールドアリュール,マイティーカラー,牡,6,6,幸英明,15,宮徹,ダート,左,1800m,曇,良
15,2,ブライトライン,フジキセキ,シェリーズスマイル,牡,7,6,田辺裕信,13,鮫島一歩,ダート,左,1800m,曇,良
1,1,ソウルスターリング,Frankel,スタセリタ,牝,2,-8,C.ルメール,1,藤沢和雄,芝,右,1600m,晴,良
2,8,リスグラシュー,ハーツクライ,リリサイド,牝,2,6,戸崎圭太,2,矢作芳人,芝,右,1600m,晴,良
3,2,レーヌミノル,ダイワメジャー,ダイワエンジェル,牝,2,-4,蛯名正義,3,本田優,芝,右,1600m,晴,良
4,1,ディーパワンサ,ディープブリランテ,ポロンナルワ,牝,2,0,A.シュタルケ,5,松下武士,芝,右,1600m,晴,良
5,8,ヴゼットジョリー,ローエングリン,フレンチビキニ,牝,2,-10,和田竜二,6,中内田充正,芝,右,1600m,晴,良
6,7,ゴールドケープ,ワークフォース,ジュエルオブナイル,牝,2,-2,丸山元気,14,荒川義之,芝,右,1600m,晴,良
7,4,サトノアリシア,ハービンジャー,ラルーチェ,牝,2,6,池添謙一,7,平田修,芝,右,1600m,晴,良
8,6,アリンナ,マツリダゴッホ,ヴンダーゾンネ,牝,2,-2,田辺裕信,8,松元茂樹,芝,右,1600m,晴,良
9,7,フェルトベルク,ブラックタイド,プリンセスブルー,牝,2,-6,川島信二,18,荒川義之,芝,右,1600m,晴,良
10,7,スズカゼ,ディープブリランテ,バレンソール,牝,2,0,松田大作,17,伊藤正徳,芝,右,1600m,晴,良
11,6,ジューヌエコール,クロフネ,ルミナスポイント,牝,2,-2,M.バルザローナ,4,安田隆行,芝,右,1600m,晴,良
12,4,ブラックオニキス,ブラックタイド,ラリマー,牝,2,-4,城戸義政,13,加藤和宏,芝,右,1600m,晴,良
13,3,ショーウェイ,メイショウボーラー,リアルメンテ,牝,2,-2,松若風馬,10,斉藤崇史,芝,右,1600m,晴,良
14,8,シグルーン,アイルハヴアナザー,ワルキューレ,牝,2,-6,藤岡康太,9,宮徹,芝,右,1600m,晴,良
15,5,クインズサリナ,ダノンシャンティ,ケイアイギャラリー,牝,2,-4,V.シュミノー,12,西村真幸,芝,右,1600m,晴,良
16,5,ジャストザマリン,ディープブリランテ,ラヴアズギフト,牝,2,4,四位洋文,11,牧浦充徳,芝,右,1600m,晴,良
17,3,ポンポン,ブラックタイド,ポポチャン,牝,2,-6,嘉藤貴行,15,田中清隆,芝,右,1600m,晴,良
18,2,エムオービーナス,グラスワンダー,エムオーミラクル,牝,2,-14,木幡初也,16,鹿戸雄一,芝,右,1600m,晴,良
1,8,サトノアレス,ディープインパクト,サトノアマゾネス,牡,2,4,四位洋文,6,藤沢和雄,芝,右,1600m,晴,良
2,5,モンドキャンノ,キンシャサノキセキ,レイズアンドコール,牡,2,0,M.バルザローナ,7,安田隆行,芝,右,1600m,晴,良
3,2,ボンセルヴィーソ,ダイワメジャー,バイモユリ,牡,2,-6,松山弘平,12,池添学,芝,右,1600m,晴,良
4,7,ミスエルテ,Frankel,ミスエーニョ,牝,2,-4,川田将雅,1,池江泰寿,芝,右,1600m,晴,良
5,8,トラスト,スクリーンヒーロー,グローリサンディ,牡,2,-2,柴田大知,8,中村均,芝,右,1600m,晴,良
6,6,トリリオネア,Dubawi,Many Colours,牡,2,-10,松田大作,10,小島太,芝,右,1600m,晴,良
7,3,クリアザトラック,ディープインパクト,クロウキャニオン,牡,2,-6,M.デムーロ,3,角居勝彦,芝,右,1600m,晴,良
8,7,レッドアンシェル,マンハッタンカフェ,スタイルリスティック,牡,2,14,V.シュミノー,4,庄野靖志,芝,右,1600m,晴,良
9,8,アメリカズカップ,マンハッタンカフェ,ベガスナイト,牡,2,2,松若風馬,9,音無秀孝,芝,右,1600m,晴,良
10,4,ビーカーリー,アドマイヤマックス,メデタイメデタイ,牝,2,-8,和田竜二,18,西村真幸,芝,右,1600m,晴,良
11,5,ダイイチターミナル,コンデュイット,ベルグチケット,牡,2,2,北村友一,17,高市圭二,芝,右,1600m,晴,良
12,1,アシャカリアン,サマーバード,シックファイター,牡,2,-2,国分優作,15,大根田裕之,芝,右,1600m,晴,良
13,4,ダンビュライト,ルーラーシップ,タンザナイト,牡,2,8,C.ルメール,2,音無秀孝,芝,右,1600m,晴,良
14,3,タガノアシュラ,マンハッタンカフェ,レイサッシュ,牡,2,2,武豊,5,五十嵐忠男,芝,右,1600m,晴,良
15,6,トーホウドミンゴ,ネオユニヴァース,トーホウリッチ,牡,2,0,池添謙一,14,谷潔,芝,右,1600m,晴,良
16,2,リンクスゼロ,アドマイヤマックス,チャメ,牡,2,-1,A.シュタルケ,13,森秀行,芝,右,1600m,晴,良
17,1,レヴァンテライオン,Pioneerof the Nile,Ghostly Darkness,牡,2,6,内田博幸,11,矢作芳人,芝,右,1600m,晴,良
18,7,ブルベアバブーン,プリサイスエンド,シルクヴェルサイユ,牡,2,4,幸英明,16,藤沢則雄,芝,右,1600m,晴,良
1,7,オジュウチョウサン,ステイゴールド,シャドウシルエット,牡,5,2,石神深一,1,和田正一郎,障害,芝,4100m,曇,良
2,8,アップトゥデイト,クロフネ,リニアミューズ,牡,6,2,林満明,2,佐々木晶三,障害,芝,4100m,曇,良
3,8,ルペールノエル,アドマイヤムーン,サンタママ,牡,6,0,高田潤,3,藤原英昭,障害,芝,4100m,曇,良
4,3,サンレイデューク,デュランダル,サンレイククイン,牡,8,0,難波剛健,5,高橋義忠,障害,芝,4100m,曇,良
5,5,ティリアンパープル,ジャングルポケット,メイクヒストリー,牝,6,0,山本康志,8,金成貴史,障害,芝,4100m,曇,良
6,1,ドリームセーリング,クロフネ,グローバルピース,牡,9,10,五十嵐雄祐,4,田島俊明,障害,芝,4100m,曇,良
7,6,カウウェラ,キングカメハメハ,メモリアルサマー,牡,6,-4,浜野谷憲尚,10,戸田博文,障害,芝,4100m,曇,良
8,4,ルートヴィヒコード,ディープインパクト,リトルハーモニー,牡,4,2,小坂忠士,6,長浜博之,障害,芝,4100m,曇,良
9,6,クリノダイコクテン,ハーツクライ,メガミゲラン,牡,5,-12,植野貴也,7,谷潔,障害,芝,4100m,曇,良
10,2,トーセンハナミズキ,タイキシャトル,クラレットパンチ,牝,6,-8,大庭和弥,9,成島英春,障害,芝,4100m,曇,良
11,7,ウインイルソーレ,ファスリエフ,アンブレラ,牡,5,0,蓑島靖典,11,高橋祥泰,障害,芝,4100m,曇,良
1,6,サトノダイヤモンド,ディープインパクト,マルペンサ,牡,3,4,C.ルメール,1,池江泰寿,芝,右,2500m,晴,良
2,1,キタサンブラック,ブラックタイド,シュガーハート,牡,4,0,武豊,2,清水久詞,芝,右,2500m,晴,良
3,1,ゴールドアクター,スクリーンヒーロー,ヘイロンシン,牡,5,-6,吉田隼人,3,中川公成,芝,右,2500m,晴,良
4,2,ヤマカツエース,キングカメハメハ,ヤマカツマリリン,牡,4,4,池添謙一,8,池添兼雄,芝,右,2500m,晴,良
5,4,ミッキークイーン,ディープインパクト,ミュージカルウェイ,牝,4,-8,浜中俊,7,池江泰寿,芝,右,2500m,晴,良
6,7,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,4,2,福永祐一,5,友道康夫,芝,右,2500m,晴,良
7,8,アルバート,アドマイヤドン,フォルクローレ,牡,5,0,戸崎圭太,10,堀宣行,芝,右,2500m,晴,良
8,3,サウンズオブアース,ネオユニヴァース,ファーストバイオリン,牡,5,4,M.デムーロ,4,藤岡健一,芝,右,2500m,晴,良
9,7,デニムアンドルビー,ディープインパクト,ベネンシアドール,牝,6,0,M.バルザローナ,11,角居勝彦,芝,右,2500m,晴,良
10,8,マリアライト,ディープインパクト,クリソプレーズ,牝,5,4,蛯名正義,6,久保田貴士,芝,右,2500m,晴,良
11,5,アドマイヤデウス,アドマイヤドン,ロイヤルカード,牡,5,14,岩田康誠,9,橋田満,芝,右,2500m,晴,良
12,5,ヒットザターゲット,キングカメハメハ,ラティール,牡,8,4,田辺裕信,15,加藤敬二,芝,右,2500m,晴,良
13,6,サトノノブレス,ディープインパクト,クライウィズジョイ,牡,6,-2,V.シュミノー,13,池江泰寿,芝,右,2500m,晴,良
14,2,ムスカテール,マヤノトップガン,シェリール,牡,8,2,中谷雄太,16,友道康夫,芝,右,2500m,晴,良
15,4,マルターズアポジー,ゴスホークケン,マルターズヒート,牡,4,8,武士沢友治,12,堀井雅広,芝,右,2500m,晴,良
16,3,サムソンズプライド,メイショウサムソン,フェザーレイ,牡,6,0,横山典弘,14,杉浦宏昭,芝,右,2500m,晴,良
